url	first_seen	portal	title	company	status
https://jobs.lever.co/pigment/24e3e6d8-56a3-4917-acbe-ec85d0c8cf13	2026-04-12	lever-api	Senior Frontend Software Engineer	Pigment	added
https://jobs.lever.co/pigment/d4f42533-dabb-49c5-9846-24abbb3f61d8	2026-04-12	lever-api	Senior Fullstack Software Engineer	Pigment	added
https://jobs.lever.co/pigment/6699af88-830d-4ef8-ae9a-6f036d9f101b	2026-04-12	lever-api	Technical Account Management Team Lead - EMEA	Pigment	added
https://jobs.lever.co/pigment/b6054628-c72f-44ed-814d-37128df15856	2026-04-12	lever-api	Technical Escalation Team Lead	Pigment	added
https://jobs.lever.co/spotify/15672d33-e352-43a1-8929-e83c09b0df84	2026-04-12	lever-api	Engineering Manager - Continuous Integration	Spotify	added
https://jobs.lever.co/spotify/64ef2493-3b1e-407a-ac07-9e95a57f6d7c	2026-04-12	lever-api	Engineering Manager - Experimentation	Spotify	added
https://jobs.lever.co/spotify/95ee28cc-1339-48ea-993d-4efc3ea6db2c	2026-04-12	lever-api	Engineering Manager - Subscriptions	Spotify	added
https://jobs.lever.co/spotify/aaa18791-cdb6-493a-87c8-ef233f848a99	2026-04-12	lever-api	Engineering Manager – Messaging Platform & Tooling	Spotify	added
https://jobs.lever.co/spotify/a8606ee6-84b9-4677-af2f-b57f1e71fd91	2026-04-12	lever-api	Frontend Engineer II - SRC - Music	Spotify	added
https://jobs.lever.co/spotify/74c04c1a-afe8-4616-be68-ae452daed595	2026-04-12	lever-api	Full Stack Engineer	Spotify	added
https://jobs.lever.co/spotify/ec70e9a0-16b4-4ee9-b7cf-b213f46ef9e2	2026-04-12	lever-api	Fullstack AI Engineer - IT Platform Development	Spotify	added
https://jobs.lever.co/spotify/2d1f743f-9174-413f-b824-6e426082ebeb	2026-04-12	lever-api	Fullstack Engineer - Generative UI Platform	Spotify	added
https://jobs.lever.co/spotify/651491f7-cd91-49bd-93f5-eb939344463b	2026-04-12	lever-api	Fullstack Engineer – Platform Developer Experience	Spotify	added
https://jobs.lever.co/spotify/9fa6244d-bd44-4ff9-b078-65f29edfe70b	2026-04-12	lever-api	Fullstack Product Engineer – Confidence	Spotify	added
https://jobs.lever.co/spotify/5277f56c-0e14-4593-921c-5460c46d6a35	2026-04-12	lever-api	Machine Learning Engineering Manager - Surfaces Music	Spotify	added
https://jobs.lever.co/spotify/7aa8f2c1-eaa7-445a-a2ed-9e1be3ae2dd4	2026-04-12	lever-api	Senior Fullstack Engineer - Backstage Portal, Data Experience	Spotify	added
https://jobs.lever.co/spotify/0c364c03-4f52-4cbc-9dd1-8e2524d269ab	2026-04-12	lever-api	Senior Fullstack Engineer - Commerce Platform	Spotify	added
https://jobs.lever.co/spotify/cefb269f-ec27-4e16-8d7d-43307a832591	2026-04-12	lever-api	Senior Fullstack Engineer – Generative UI Platform	Spotify	added
